number of bedrooms,number of bathrooms,lot area,number of floors,waterfront present,condition of the house,grade of the house,Built Year,Postal Code,Lattitude,Longitude,living_area_renov,lot_area_renov,Number of schools nearby,Distance from the airport,Price,House_Age,Total_Area
3,1,7980,1.0,0,3,6,1961,122052,52.7407,-114.535,1050,7980,2,76,223000,64,940
1,1,7140,1.0,0,3,6,1930,122052,52.7419,-114.529,1140,7577,3,67,199900,95,720
3,1,9605,1.0,0,4,6,1969,122024,52.5909,-114.218,1160,10487,2,76,185000,56,1090
3,1,8581,1.0,0,4,6,1920,122072,52.5343,-114.406,1060,10354,1,53,180000,105,1010
2,1,6138,1.0,0,2,5,1947,122051,52.775,-114.468,1360,7112,2,51,156000,78,590
5,4,4500,1.5,0,3,7,1921,122006,52.9036,-114.513,1560,4225,2,73,842500,104,2980
4,1,9100,1.0,0,3,8,1975,122005,52.8701,-114.298,2470,11000,2,62,700000,50,2340
4,2,5264,2.0,0,3,7,2003,122024,52.6153,-114.218,1960,5250,3,55,336500,22,2500
6,3,8064,1.5,0,3,7,1913,122051,52.7849,-114.477,1510,6084,2,58,326000,112,2580
4,1,28750,2.0,0,4,8,1978,122023,52.5512,-114.308,1790,53578,1,52,324888,47,2160
3,3,22672,1.5,1,4,8,1952,122031,52.6714,-114.544,2810,22672,1,50,1580000,73,2610
4,5,10369,2.0,0,3,11,2005,122015,52.7585,-114.325,4190,10762,1,59,1320000,20,6110
4,3,5625,2.0,0,3,9,2014,122028,52.8985,-114.522,1940,5000,2,69,1310000,11,3490
4,3,7828,2.0,0,3,10,2001,122019,52.8603,-114.255,3980,8910,1,61,925900,24,3980
4,2,7961,1.0,0,4,8,1975,122010,52.8799,-114.389,2500,9009,3,72,880000,50,2560
3,1,14135,1.0,0,5,8,1947,122010,52.903,-114.377,3540,10318,3,67,860000,78,2180
4,2,5670,2.0,0,3,10,2014,122020,52.8119,-114.237,2760,6600,1,62,847093,11,2760
3,2,17461,2.0,0,3,10,1997,122019,52.884,-114.278,3610,16887,2,77,805000,28,2690
4,1,9148,1.0,0,4,7,1955,122048,52.8128,-114.387,2370,9148,2,59,800000,70,2150
5,3,3705,2.0,0,3,9,2008,122027,52.7867,-114.314,2810,3971,1,66,795000,17,3330
4,2,6787,2.0,0,3,9,2010,122045,52.9262,-114.213,3450,6137,1,66,780000,15,3420
4,2,38448,2.0,0,3,10,1993,122045,52.9154,-114.243,3090,38448,1,52,775000,32,3220
4,2,6900,1.0,0,3,8,1959,122006,52.916,-114.487,2600,7200,3,80,740000,66,2560
4,3,6293,2.0,0,3,9,2006,122008,52.7689,-114.05,4410,6015,3,58,709950,19,3910
3,1,4125,1.5,0,4,7,1927,122028,52.9048,-114.542,1760,4000,1,73,688500,98,1760
3,2,10525,2.0,0,5,7,1965,122010,52.9027,-114.364,1430,10523,1,65,627000,60,2310
3,2,5831,2.0,0,3,9,2010,122017,53.0044,-114.414,2830,6064,3,54,614000,15,2830
6,3,9350,1.0,0,4,8,1963,122029,52.8498,-114.295,2090,9102,3,79,600000,62,2600
4,2,5562,1.5,0,3,7,1908,122006,52.9025,-114.483,1980,4750,2,59,600000,117,1970
4,2,7200,2.0,0,3,9,2008,122059,52.7988,-114.507,2030,5400,1,66,577288,17,2870
3,2,5186,2.0,0,3,7,2001,122045,52.9195,-114.231,2530,5186,2,69,571000,24,2510
4,1,11213,1.0,0,4,8,1948,122050,52.9458,-114.556,2240,15186,3,74,567000,77,2630
5,2,12900,1.0,0,4,8,1958,122031,52.6726,-114.532,2100,10751,3,58,554000,67,3440
4,2,25995,2.0,0,3,9,1998,122062,52.5715,-114.219,3330,27653,2,53,545000,27,2820
4,2,6717,2.0,0,3,10,2014,122053,52.7247,-114.361,2740,7923,3,57,545000,11,2650
3,1,3478,1.5,0,4,7,1929,122007,52.9074,-114.562,1610,3478,1,61,540000,96,1610
3,1,22500,1.0,0,3,7,1939,122022,52.941,-114.498,2000,10000,1,80,525000,86,2000
3,2,1850,2.0,0,3,7,2010,122017,52.984,-114.405,2180,7347,2,69,496000,15,2180
3,1,7667,1.0,0,3,7,1952,122006,52.9307,-114.502,1480,7666,1,58,489000,73,2090
4,2,12558,2.0,0,3,9,2014,122067,52.5822,-114.391,2873,8269,2,77,485230,11,2714
5,2,6180,2.0,0,4,7,1908,122051,52.7803,-114.47,1870,4365,1,66,475000,117,2040
5,3,6872,2.0,0,3,10,2002,122067,52.6365,-114.397,3650,6600,1,56,473000,23,3430
4,1,6000,1.0,0,4,7,1954,122022,52.9437,-114.505,1850,7200,2,79,455000,71,1920
3,1,20193,1.0,0,3,7,1955,122027,52.7919,-114.373,2140,18364,1,70,453000,70,1430
2,1,1269,2.0,0,3,7,2005,122028,52.8908,-114.525,1700,3150,1,70,453000,20,1160
4,1,4600,1.0,0,3,6,1946,122064,52.796,-114.57,1560,4600,2,74,445000,79,1460
3,1,7950,1.0,0,4,7,1968,122029,52.8536,-114.307,1680,7725,2,74,443000,57,1810
4,2,7203,2.0,0,3,8,1989,122015,52.7423,-114.341,2260,7274,3,66,440000,36,2350
5,1,65340,1.5,0,4,7,1930,122017,52.9855,-114.394,3170,12884,2,70,435000,95,2170
3,1,5252,1.0,0,3,7,1962,122030,52.8375,-114.324,1800,7920,1,56,427000,63,1200
2,1,7680,1.0,0,3,7,1947,122022,52.9392,-114.481,1250,7740,2,63,426000,78,1630
3,2,4500,2.0,0,3,7,2010,122015,52.7237,-114.339,2230,4501,3,66,417000,15,2000
4,2,5100,1.0,0,3,6,1914,122007,52.9067,-114.57,1230,5100,1,65,410000,111,1900
3,1,4120,1.0,0,4,7,1921,122028,52.9216,-114.542,1270,4635,1,68,409500,104,1340
2,1,1101,2.0,0,3,8,2009,122054,52.8058,-114.499,1530,1209,2,50,403000,16,1240
4,3,7035,2.0,0,3,7,1942,122052,52.7424,-114.564,1060,6300,2,57,400000,83,2240
2,1,7664,1.0,0,3,7,1939,122006,52.9301,-114.501,1570,6350,2,72,397000,86,1000
3,1,8280,1.0,0,5,7,1956,122058,52.9703,-114.446,1570,8692,2,61,396000,69,1300
4,2,7085,1.5,0,3,7,1944,122022,52.9609,-114.495,1440,7085,1,75,395000,81,2240
4,2,21183,1.0,0,4,7,1966,122015,52.7126,-114.318,1950,6120,3,69,383000,59,1830
3,1,9800,1.0,0,4,7,1955,122027,52.8065,-114.345,1280,8880,1,77,375000,70,1040
3,1,11340,1.0,0,4,7,1966,122043,52.6409,-114.519,1830,8650,3,59,368000,59,2120
3,1,6450,1.0,0,3,7,1948,122022,52.9495,-114.478,1550,6898,3,54,357000,77,1370
2,1,7312,1.0,0,3,5,1942,122022,52.9445,-114.475,860,8242,1,70,348000,83,670
4,2,7000,1.0,0,3,8,1969,122042,52.6951,-114.382,2000,8000,3,72,318000,56,2180
3,1,7260,1.5,0,2,6,1925,122031,52.6993,-114.539,1190,7620,1,62,313000,100,1550
3,2,7880,1.0,0,3,7,1981,122053,52.7395,-114.383,1400,7279,1,70,311000,44,1400
3,1,8263,1.0,0,5,7,1950,122014,52.9707,-114.517,1140,6770,1,52,310000,75,1140
3,2,11985,1.0,0,4,7,1963,122043,52.6125,-114.5,1770,7954,3,73,302500,62,3100
4,2,7350,1.0,0,3,8,1982,122018,52.5388,-114.531,2350,7768,3,79,295500,43,2830
4,2,42981,1.0,0,4,7,1973,122036,52.7897,-114.04,1980,113691,3,69,295000,52,1810
4,2,4871,2.0,0,3,8,1999,122067,52.6388,-114.382,1850,5003,2,72,295000,26,1810
4,2,745,3.0,0,3,7,2008,122012,52.7701,-114.216,1390,942,1,53,288790,17,1390
1,1,54846,1.0,1,3,5,1935,122069,52.7016,-114.635,2258,31762,1,51,285000,90,1060
4,2,4338,2.0,0,3,7,2009,122035,52.6159,-114.352,1427,4341,2,72,279500,16,1613
2,1,6200,1.0,0,4,6,1954,122031,52.6463,-114.53,1410,14000,1,72,274000,71,820
4,2,5692,2.0,0,3,7,2004,122046,52.6634,-114.338,2390,5293,3,58,272000,21,1870
3,1,7560,1.0,0,4,7,1975,122068,52.4276,-114.189,1950,8941,2,72,269950,50,1950
4,1,7500,1.0,0,4,7,1981,122067,52.6325,-114.366,1500,7260,3,59,268500,44,1420
3,2,881,3.0,0,3,8,1999,122028,52.9214,-114.533,1120,1087,3,60,265000,26,1120
3,2,7087,2.0,0,3,7,1993,122024,52.5804,-114.225,1400,6600,2,73,264500,32,1370
2,1,8100,1.0,0,3,6,1949,122014,52.9792,-114.501,1230,8100,1,80,254950,76,700
3,1,5000,1.0,0,5,7,1966,122046,52.6853,-114.364,1540,7624,1,75,249950,59,1090
2,1,9375,1.0,0,4,7,1952,122043,52.6165,-114.512,1680,8400,3,59,239000,73,1210
2,1,772,2.0,0,3,7,2005,122028,52.925,-114.533,690,1059,3,71,239000,20,680
2,1,11584,1.0,0,4,6,1950,122043,52.6524,-114.483,1330,8012,1,54,237600,75,1370
3,2,9153,1.0,0,4,7,1974,122039,52.5712,-114.463,1780,9286,3,52,234950,51,1510
3,1,11616,1.0,0,3,7,1980,122067,52.6362,-114.364,1830,8288,2,64,230000,45,1500
3,2,3011,2.0,0,3,7,1995,122024,52.6139,-114.228,1060,3232,3,61,230000,30,1340
3,2,8449,2.0,0,3,7,1989,122065,52.5793,-114.367,1750,7172,1,66,225000,36,1590
3,1,6020,1.0,0,3,6,1944,122031,52.7093,-114.536,1300,8640,3,78,220000,81,1000
3,1,10548,1.0,0,4,7,1962,122039,52.5225,-114.474,2880,13609,3,51,220000,63,1600
3,1,9135,1.0,0,3,7,1955,122039,52.5796,-114.479,1780,9135,1,62,185000,70,980
3,3,12431,2.0,1,3,10,1941,122054,52.8225,-114.477,3680,12620,1,80,3600000,84,5020
5,4,67319,2.0,0,3,11,2001,122021,52.9966,-114.318,4190,40609,1,66,1570000,24,5220
3,1,6653,3.0,0,3,11,1992,122044,52.8319,-114.48,1910,6653,1,75,1390000,33,2400
5,3,7910,2.0,0,3,9,2014,122045,52.9147,-114.206,3950,6765,1,75,988830,11,4115
3,2,9280,2.0,0,4,10,1988,122030,52.8635,-114.341,2730,10090,1,64,905000,37,2930
4,2,4876,2.0,0,4,9,1948,122007,52.9122,-114.59,1780,4559,2,61,875000,77,2380
3,1,10827,1.0,0,4,8,1955,122071,52.8654,-114.424,2050,10827,2,52,865000,70,1530
4,2,10451,2.0,0,4,8,1965,122049,52.8344,-114.358,1880,8400,1,57,850000,60,2330
4,2,6626,2.0,0,3,9,2014,122005,52.9407,-114.3,2910,5533,1,58,814950,11,2990
3,2,9800,2.0,0,5,7,1921,122004,52.9007,-114.478,1920,5350,1,79,810000,104,2390
5,1,3861,1.5,0,3,7,1903,122044,52.8375,-114.485,1700,4255,2,68,774900,122,1750
3,2,1900,3.0,0,3,8,2008,122028,52.8837,-114.53,1690,1694,1,59,770000,17,1870
4,2,8469,2.0,0,3,10,1994,122027,52.7829,-114.31,2920,10697,3,64,751305,31,2660
3,2,9528,2.0,0,3,10,1994,122015,52.7575,-114.338,3630,14089,1,78,751000,31,3380
3,2,2416,3.0,0,3,8,2014,122007,52.9058,-114.57,1510,3615,2,74,719950,11,2190
4,2,10513,2.0,0,4,8,1987,122005,52.9215,-114.289,2110,9540,1,55,688100,38,2370
4,2,4497,1.5,0,3,7,1910,122054,52.8176,-114.482,2450,6000,3,66,650000,115,2850
4,2,9638,2.0,0,3,10,1988,122011,52.7898,-114.208,2630,9258,1,63,645500,37,2390
6,5,3960,2.0,0,3,7,1971,122064,52.7956,-114.562,1450,4600,1,67,643500,54,3600
4,2,4000,2.0,0,3,8,2002,122051,52.7853,-114.459,2180,4000,3,64,607010,23,2180
4,2,7245,2.0,0,3,8,1993,122019,52.8618,-114.213,2350,9419,1,62,598850,32,2350
3,1,5000,1.0,0,4,7,1920,122026,52.8974,-114.555,1700,5000,2,77,594000,105,1320
3,1,5040,1.0,0,3,7,1947,122004,52.8911,-114.472,1910,4800,1,75,589000,78,1390
3,3,857,3.0,0,3,8,2001,122013,52.8657,-114.514,1550,1092,1,54,580000,24,1490
5,2,5820,2.0,0,3,8,2014,122015,52.7156,-114.344,2730,5700,1,66,565997,11,2730
5,3,20790,1.0,0,4,7,1965,122014,53.0057,-114.485,1920,9612,3,61,565000,60,2860
3,1,6130,1.0,0,4,8,1951,122007,52.9225,-114.578,2140,7150,2,61,549000,74,2000
3,1,4240,1.5,0,4,7,1926,122054,52.8045,-114.501,1460,4240,3,59,540000,99,1680
5,2,4850,2.0,0,3,9,2007,122053,52.7378,-114.359,2900,5570,3,61,540000,18,3370
2,1,6660,1.5,0,4,7,1926,122006,52.9092,-114.477,2140,4770,3,56,531000,99,1260
4,2,8376,1.0,0,3,8,1984,122019,52.8623,-114.219,1890,7875,1,69,530000,41,2240
5,3,321908,2.0,0,4,9,1989,122024,52.6284,-114.245,2360,96703,1,56,525000,36,3960
4,2,7306,2.0,0,3,7,2006,122008,52.7747,-114.073,2850,6687,1,68,515000,19,2890
3,2,40106,2.0,0,3,10,1991,122019,52.8337,-114.233,3190,71797,1,76,510000,34,2540
5,2,3838,1.0,0,4,7,1959,122007,52.9119,-114.583,1660,4040,3,54,510000,66,2740
2,2,1485,2.0,0,3,8,1994,122032,52.8675,-114.577,1880,3675,1,66,509500,31,1590
2,1,5040,1.0,0,3,7,1920,122007,52.9259,-114.555,1290,5040,1,67,505000,105,1250
4,2,4960,2.0,0,3,7,1938,122007,52.9167,-114.559,1590,4550,3,77,490000,87,2020
3,2,9005,1.0,0,5,7,1929,122038,52.9376,-114.527,1520,9005,2,63,480000,96,2360
2,2,14467,2.0,0,3,7,1981,122019,52.8606,-114.225,1470,13615,2,60,475000,44,1620
4,2,7532,1.0,0,3,8,1983,122005,52.9519,-114.299,1970,8248,2,74,475000,42,1970
2,2,7290,2.0,0,3,7,1948,122016,52.781,-114.585,1540,7072,3,76,462500,77,1540
3,2,16061,1.0,0,3,7,1984,122019,52.8659,-114.225,1280,12436,3,56,459800,41,1690
3,1,8879,1.0,0,5,7,1920,122052,52.7394,-114.566,1640,7850,1,75,456700,105,2820
2,1,6000,1.0,0,3,7,1910,122003,52.8831,-114.563,1600,6000,2,60,450000,115,1180
4,2,21780,1.0,0,4,6,1940,122005,52.8589,-114.298,2070,12054,1,63,445000,85,1700
3,1,7300,1.0,0,4,7,1976,122033,52.9599,-114.382,1460,7560,3,51,430000,49,1810
4,2,11200,2.0,0,4,8,1972,122015,52.7022,-114.321,2090,11120,3,73,425000,53,2660
4,2,8824,2.0,0,3,9,1990,122067,52.6279,-114.402,2630,11237,2,66,422500,35,2550
3,2,5372,2.0,0,3,8,1987,122033,52.9488,-114.367,1650,6014,2,80,416000,38,1800
3,2,1250,3.0,0,3,7,2007,122028,52.9204,-114.532,1360,1269,2,68,399000,18,1430
3,1,7205,1.5,0,3,7,1971,122033,52.9629,-114.427,1340,7214,2,53,365000,54,1290
3,2,11592,2.0,0,3,8,1987,122017,52.9874,-114.418,1700,8850,2,50,360400,38,1630
3,2,7800,2.0,0,3,8,1999,122042,52.6792,-114.389,1700,20580,2,67,359950,26,1980
2,1,4558,1.0,0,3,7,1948,122064,52.7618,-114.569,1180,4494,2,67,355000,77,1250
3,2,3002,2.0,0,3,7,2005,122055,52.975,-114.174,2090,3163,2,76,352000,20,2090
3,1,6969,1.0,0,4,6,1921,122059,52.7792,-114.49,1420,6000,2,66,345000,104,1030
3,1,5525,1.0,0,3,7,1962,122038,52.9639,-114.526,1330,5286,2,79,342450,63,1280
4,2,8746,2.0,0,3,8,2001,122068,52.42,-114.203,2630,9900,2,59,339000,24,2840
5,1,8936,1.0,0,3,7,1954,122027,52.8038,-114.326,1600,9341,3,60,333000,71,1240
3,1,1221,2.0,0,3,8,2009,122038,52.9373,-114.546,1180,887,3,66,320000,16,1240
3,1,5175,1.0,0,3,7,1987,122038,52.9621,-114.53,1020,5500,2,74,320000,38,1340
3,2,11135,1.0,0,3,8,1971,122025,52.7197,-113.977,1660,11560,2,71,315000,54,1660
4,2,12243,2.0,0,3,8,1989,122035,52.5705,-114.248,1910,12230,1,76,308000,36,1960
3,2,7259,1.0,0,3,7,1980,122046,52.6943,-114.361,1790,7700,2,78,307000,45,1790
3,1,4760,1.5,0,3,6,1929,122034,52.7536,-114.538,1080,4760,2,56,300000,96,950
3,2,2577,2.0,0,3,7,2005,122055,52.9756,-114.174,1970,2952,2,59,299950,20,1570
2,2,1262,2.0,0,3,8,2008,122034,52.7642,-114.539,1060,1524,1,72,299000,17,1400
3,1,7650,1.0,0,3,7,1940,122038,52.9498,-114.542,1440,7650,1,74,293000,85,1020
3,1,8055,1.5,0,3,7,1952,122022,52.9522,-114.495,1560,8160,1,51,279000,73,1520
3,2,4558,2.0,0,3,7,2010,122068,52.4244,-114.164,1670,4558,2,80,277500,15,2620
3,1,17859,1.0,0,4,7,1930,122036,52.7917,-114.049,1460,47044,3,71,275000,95,1370
3,1,7711,1.0,0,3,7,1999,122072,52.514,-114.392,2100,7711,1,75,268000,26,1600
3,2,4113,2.0,0,3,7,2004,122035,52.6015,-114.316,1880,4465,2,55,266490,21,1810
4,1,8863,1.0,0,5,6,1949,122051,52.7672,-114.479,1720,8249,3,78,255000,76,960
2,1,4760,1.0,0,3,6,1941,122064,52.7592,-114.566,620,4760,1,50,255000,84,620
4,1,13370,1.0,0,4,8,1974,122018,52.5515,-114.559,2405,11769,2,64,252000,51,1940
3,3,7701,1.0,0,3,7,1960,122053,52.7402,-114.37,1570,8116,1,75,250000,65,2300
3,1,7470,1.0,0,4,5,1917,122008,52.7542,-114.021,1280,7055,2,67,250000,108,1100
3,2,12096,1.0,0,4,6,1942,122065,52.6034,-114.383,1470,10966,3,64,250000,83,1470
3,1,12500,1.0,0,4,6,1976,122041,52.8796,-114.098,1390,9000,1,71,225000,49,1390
3,1,5000,1.5,0,3,7,1953,122072,52.5471,-114.409,1470,10600,3,65,219000,72,1080
4,2,5393,2.0,0,3,7,1999,122039,52.5678,-114.453,1700,5917,2,56,210000,26,1500
3,1,9600,1.0,0,4,7,1964,122040,52.5178,-114.487,2210,15000,3,50,210000,61,1400
3,1,8925,1.0,0,4,7,1962,122040,52.5594,-114.521,1360,8625,2,56,158000,63,990
1,1,26326,1.0,0,3,6,1939,122043,52.6452,-114.49,1250,10608,2,71,157000,86,870
2,1,7609,1.0,0,3,6,1943,122052,52.7357,-114.538,1170,7609,3,74,135000,82,830
4,3,24825,2.0,0,4,11,1926,122013,52.8638,-114.509,3910,11500,1,72,2400000,99,4090
4,2,20251,1.0,0,3,10,1969,122027,52.7992,-114.382,4200,22114,3,58,2380000,56,3220
3,3,4500,2.5,0,3,9,1924,122013,52.8694,-114.511,2840,4050,2,55,1050000,101,3490
4,3,3752,2.0,0,3,9,2007,122007,52.9082,-114.555,1050,4960,3,74,1010000,18,3350
3,2,505166,1.0,1,4,8,1962,122069,52.6082,-114.704,2120,21988,2,65,999000,63,2830
3,2,6857,1.0,0,4,9,1955,122013,52.8702,-114.504,2380,6370,2,63,960000,70,2010
2,1,5500,1.0,0,3,7,1954,122013,52.8761,-114.507,2080,4400,1,50,900000,71,1240
4,2,7462,2.0,0,3,9,2002,122019,52.8688,-114.254,3080,8031,1,71,839900,23,3420
4,2,8778,2.0,0,4,8,1977,122027,52.7816,-114.351,2680,10020,1,60,788000,48,2680
3,1,3200,2.0,0,3,8,1918,122061,52.8634,-114.546,2280,5400,2,50,770000,107,2230
3,2,18480,2.0,0,3,10,1978,122033,52.9556,-114.449,2710,18077,1,63,740000,47,2710
3,1,3446,2.0,0,3,8,1949,122022,52.945,-114.472,1610,6670,1,52,718000,76,2280
4,1,6000,1.0,0,5,7,1956,122061,52.8728,-114.538,2610,4377,2,50,710000,69,2000
4,2,5001,2.0,0,3,7,1947,122003,52.8738,-114.563,1440,5408,2,67,705000,78,1820
3,2,4975,2.0,0,3,8,2012,122011,52.7718,-114.2,2350,3951,3,78,700000,13,2350
3,2,1800,3.0,0,3,8,1999,122044,52.8402,-114.504,1890,3200,1,62,690000,26,1770
3,1,20423,1.0,0,3,9,1953,122048,52.8639,-114.382,2370,20875,3,72,667500,72,2130
4,2,23625,2.0,0,3,8,1938,122021,52.9853,-114.282,2300,24640,1,57,659000,87,1980
1,2,2100,2.0,0,4,8,1946,122010,52.9003,-114.394,3150,6000,2,66,611900,79,1220
4,2,5562,2.0,0,3,8,2001,122020,52.8278,-114.207,2170,5518,2,67,601000,24,2080
4,2,3125,2.0,0,3,7,1907,122026,52.8934,-114.548,2060,5040,1,73,595000,118,2100
4,2,6100,2.0,0,3,8,2004,122021,53.0035,-114.357,2360,5765,1,63,576925,21,2630
3,2,9246,2.0,0,3,9,1984,122019,52.8515,-114.221,2300,9298,1,76,570000,41,2180
3,1,45738,1.0,0,4,8,1980,122021,52.9962,-114.304,2340,38556,1,74,550000,45,1880
3,2,1649,2.5,0,3,8,2004,122009,52.8201,-114.578,1650,3053,2,52,542500,21,1920
3,2,10958,2.0,0,3,8,1983,122005,52.9551,-114.3,1960,10282,2,69,530000,42,2030
2,1,5100,1.5,0,4,7,1925,122007,52.9105,-114.574,1260,5100,2,62,528000,100,1260
4,1,6380,1.5,0,4,7,1945,122006,52.9242,-114.509,1570,6380,3,53,525000,80,1430
5,1,5280,1.0,0,4,7,1961,122030,52.8241,-114.334,1720,7344,1,64,520000,64,2040
3,3,1210,1.5,0,3,8,2008,122031,52.6845,-114.526,1540,26979,1,77,519500,17,2390
3,1,7000,1.0,0,3,7,1943,122032,52.8753,-114.593,1350,7000,1,52,517500,82,1190
3,2,4203,2.0,0,3,8,2001,122008,52.7646,-114.065,2500,4798,3,60,515000,24,2430
3,1,5733,1.0,0,4,7,1926,122009,52.8009,-114.578,1260,4680,2,80,515000,99,1810
4,1,6750,1.5,0,4,7,1950,122006,52.9168,-114.475,1420,5900,2,58,508500,75,1800
3,2,9040,1.0,0,3,8,1989,122053,52.7629,-114.363,2430,8809,3,54,506400,36,2100
5,1,11205,1.5,0,3,7,1915,122063,52.7399,-114.452,1860,7965,2,66,495000,110,1810
4,2,7314,1.0,0,4,8,1979,122038,52.9971,-114.52,2010,7314,3,58,465000,46,2300
2,1,7800,1.0,0,4,7,1956,122038,52.9813,-114.547,1400,7800,1,66,460000,69,1820
3,2,5434,2.0,0,3,7,2003,122045,52.9118,-114.224,1560,3770,2,72,440000,22,1440
3,1,3750,1.0,0,3,6,1940,122009,52.8026,-114.572,1280,3750,3,50,425000,85,1180
4,1,8400,1.0,0,3,7,1968,122005,52.9021,-114.342,1920,8400,3,76,425000,57,1980
3,1,8146,1.0,0,3,7,1952,122022,52.9593,-114.48,1480,8146,2,63,415000,73,1630
3,1,6435,1.0,0,3,7,1972,122033,52.9497,-114.407,1770,6930,2,52,415000,53,1640
3,1,8400,1.0,0,4,7,1966,122029,52.8519,-114.305,1320,8400,3,65,415000,59,1090
2,1,4400,1.0,0,3,7,1948,122028,52.9203,-114.522,1560,4600,2,63,412133,77,920
3,1,11730,1.0,0,5,7,1967,122033,52.9651,-114.379,1640,7770,3,70,397000,58,1640
3,1,8925,1.0,0,4,7,1957,122038,53.0062,-114.527,1620,10397,3,70,392500,68,1540
3,2,9132,1.0,0,3,7,1987,122033,52.9588,-114.416,1580,9104,3,77,391500,38,1450
2,1,877,3.0,0,3,8,2005,122026,52.8999,-114.583,1320,1193,1,57,382000,20,1070
2,2,2513,2.0,0,3,8,2009,122008,52.7463,-114.068,1760,2891,2,60,378000,16,1700
3,2,6180,1.0,0,3,7,1961,122014,52.9781,-114.517,1940,6180,3,68,375000,64,1930
3,2,2042,2.0,0,3,8,2005,122012,52.7641,-114.257,1445,1370,3,80,375000,20,1600
4,2,4499,2.0,0,3,8,2003,122046,52.6811,-114.309,2030,4539,3,75,365500,22,2030
3,2,3192,1.0,0,3,7,2001,122055,52.9664,-114.159,1740,3720,2,80,355000,24,1810
4,2,6366,2.0,0,3,9,1998,122023,52.5625,-114.361,2650,6200,1,63,352000,27,2650
3,2,7434,1.0,0,3,7,1963,122038,52.9746,-114.522,1920,7737,2,55,340000,62,2580
3,1,5758,2.0,0,3,7,1999,122027,52.7824,-114.329,3090,10142,2,80,333000,26,1260
4,2,9899,2.0,0,3,8,1987,122046,52.691,-114.338,1970,9451,3,56,325000,38,2280
3,1,8067,1.0,0,3,7,1956,122014,52.9684,-114.514,1340,7869,1,55,315000,69,1700
3,1,7350,1.0,0,3,8,1974,122046,52.6803,-114.321,2120,7350,3,72,313500,51,1610
3,2,6386,2.0,0,3,8,2008,122035,52.6161,-114.286,2550,4835,2,78,312000,17,2280
3,2,4600,2.0,0,3,7,2005,122046,52.6961,-114.335,2160,4751,2,78,299000,20,1850
3,1,15050,1.5,0,4,7,1938,122018,52.5621,-114.563,1900,15674,1,50,294000,87,2060
1,2,4800,2.0,0,3,6,1910,122042,52.7078,-114.401,1030,4800,3,56,290000,115,1240
1,1,5700,1.0,0,2,6,1916,122007,52.9146,-114.556,1100,4560,1,53,290000,109,550
3,1,8200,1.0,0,3,7,1953,122014,52.9647,-114.492,1420,8200,1,65,290000,72,1470
2,1,6000,1.0,0,4,7,1923,122063,52.728,-114.412,1290,6000,2,65,269000,102,1010
4,2,7036,1.0,0,3,7,1979,122066,52.5965,-114.466,1620,7200,2,68,262500,46,1500
3,2,7210,2.0,0,4,7,1984,122018,52.5428,-114.541,1500,7210,3,69,252000,41,1540
3,2,7280,1.0,0,3,7,1980,122065,52.6042,-114.37,1430,7280,2,79,250000,45,1430
4,1,7552,1.0,0,3,6,1919,122064,52.7617,-114.56,1580,7680,1,53,249000,106,1200
3,2,6675,1.0,0,3,8,1990,122018,52.5199,-114.562,1880,6675,2,65,246000,35,1650
2,1,1263,2.0,0,3,7,1990,122058,52.9832,-114.434,1078,1263,3,78,240000,35,1078
3,2,9177,1.0,0,3,7,1974,122039,52.5715,-114.462,2020,8547,1,55,233000,51,1400
3,1,7700,1.0,0,4,7,1969,122040,52.5744,-114.494,1590,7700,1,79,215000,56,1690
4,2,7560,1.0,0,3,7,1959,122039,52.5145,-114.44,1750,7988,1,76,206000,66,1720
3,1,7500,1.0,0,3,7,1958,122043,52.6467,-114.512,1400,7500,1,50,203000,67,1370
2,1,5280,1.0,0,5,6,1918,122068,52.435,-114.185,1240,7670,1,66,195000,107,800
2,1,8640,1.0,0,4,5,1951,122070,52.6859,-114.479,1320,13140,2,71,193000,74,680
3,1,8316,1.0,0,4,6,1953,122072,52.5531,-114.405,1250,8316,1,53,190000,72,1200
2,1,11340,1.0,0,4,7,1969,122056,52.7269,-114.49,1200,10224,1,61,185000,56,1390
2,1,9882,1.0,0,3,6,1944,122063,52.7225,-114.429,950,7200,2,80,170000,81,810
3,2,55867,1.0,1,4,8,1957,122033,52.9322,-114.414,2730,26324,3,68,3070000,68,3930
4,4,13296,2.0,0,3,13,2000,122010,52.8788,-114.391,2200,9196,2,64,2390000,25,6330
5,4,11466,2.0,0,3,10,2014,122057,52.8074,-114.412,2180,11017,1,74,1680000,11,4830
4,2,10189,1.0,0,3,9,2003,122048,52.8667,-114.396,1940,10189,1,51,1470000,22,3030
4,3,262666,2.0,0,3,11,1988,122020,52.8227,-114.254,3240,9791,1,71,1150000,37,4400
4,2,11049,2.0,0,3,10,1988,122048,52.8117,-114.382,2750,11049,2,77,990000,37,3140
5,2,6120,2.0,0,3,8,1909,122004,52.8967,-114.517,1390,3060,2,72,961000,116,2590
3,2,223027,2.0,0,3,9,1983,122019,52.8445,-114.191,3410,212137,2,78,920000,42,2590
4,2,7200,2.0,0,3,8,2014,122050,52.9998,-114.574,1880,7200,3,50,890000,11,3370
5,3,8764,2.0,0,3,10,2007,122027,52.7791,-114.38,3210,9431,1,70,880000,18,4600
